row,col,hour,temperature,windSpeed,humidity,dryness
1,10,10,19.9,5.8,41.6,43.2
1,10,11,20.8,5.0,40.3,45.1
1,10,12,20.1,6.0,34.9,46.2
1,10,13,19.3,7.9,29.2,47.3
1,10,14,19.9,8.9,27.1,49.0
1,10,15,22.0,8.1,29.6,51.2
1,10,16,24.2,6.0,33.6,52.9
1,10,17,24.9,4.5,34.9,53.4
1,10,18,23.6,4.7,31.9,52.6
1,10,19,21.6,6.2,27.3,51.5
1,10,20,20.7,7.4,25.4,50.9
1,10,21,21.5,6.8,28.3,50.9
1,10,22,22.8,4.8,34.0,50.6
1,10,23,23.0,2.7,37.9,49.3
1,11,0,4.1,5.8,57.7,20.0
1,11,1,6.0,6.3,51.4,20.0
1,11,2,9.0,5.2,46.9,24.7
1,11,3,11.3,3.8,46.8,28.2
1,11,4,11.8,3.7,49.7,27.8
1,11,5,11.2,5.4,51.1,26.4
1,11,6,11.2,7.6,48.2,27.5
1,11,7,12.9,8.5,41.7,32.7
1,11,8,16.0,7.5,35.9,39.6
1,11,9,18.8,5.8,34.4,44.4
1,11,10,19.8,5.0,36.9,44.9
1,11,11,19.2,6.0,39.5,43.0
1,11,12,18.5,8.0,38.3,42.4
1,11,13,19.2,9.1,33.2,45.5
1,11,14,21.5,8.3,27.6,51.2
1,11,15,23.9,6.3,25.7,55.6
1,11,16,24.7,4.8,28.5,55.7
1,11,17,23.6,5.0,32.8,52.3
1,11,18,21.8,6.6,34.3,49.0
1,11,19,21.1,7.8,31.6,49.0
1,11,20,22.0,7.3,27.2,52.1
1,11,21,23.5,5.2,25.5,55.1
1,11,22,23.8,3.2,28.7,54.2
1,11,23,22.1,2.7,34.6,49.3
1,12,0,5.1,6.0,59.5,20.0
1,12,1,8.0,4.9,55.8,20.0
1,12,2,10.2,3.5,49.3,25.6
1,12,3,10.7,3.5,44.7,28.2
1,12,4,10.1,5.2,44.5,27.4
1,12,5,10.0,7.4,47.3,26.1
1,12,6,11.7,8.3,48.7,28.1
1,12,7,14.8,7.4,45.7,33.9
1,12,8,17.6,5.7,39.3,40.7
1,12,9,18.7,5.0,33.6,44.6
1,12,10,18.2,6.1,32.2,44.4
1,12,11,17.6,8.0,34.8,42.5
1,12,12,18.5,9.2,37.5,42.8
1,12,13,20.9,8.5,36.6,46.7
1,12,14,23.4,6.5,31.6,52.5
1,12,15,24.4,5.1,26.3,56.1
1,12,16,23.4,5.3,24.6,55.3
1,12,17,21.8,6.9,27.6,51.7
1,12,18,21.2,8.2,32.2,48.9
1,12,19,22.3,7.7,34.0,49.9
1,12,20,24.0,5.7,31.5,53.4
1,12,21,24.5,3.7,27.3,55.8
1,12,22,22.9,3.2,25.9,54.0
1,12,23,20.3,4.4,29.3,48.7
1,13,0,7.1,4.6,56.7,20.0
1,13,1,9.2,3.2,57.6,20.8
1,13,2,9.6,3.2,53.7,22.9
1,13,3,8.9,4.9,47.1,24.5
1,13,4,8.8,7.1,42.4,26.2
1,13,5,10.5,8.1,42.1,28.9
1,13,6,13.6,7.2,44.8,32.5
1,13,7,16.4,5.6,46.3,36.1
1,13,8,17.6,4.9,43.3,39.1
1,13,9,17.1,6.0,37.0,40.9
1,13,10,16.6,8.1,31.4,42.3
1,13,11,17.6,9.3,30.1,44.4
1,13,12,20.1,8.6,32.8,47.0
1,13,13,22.8,6.7,35.7,49.9
1,13,14,23.9,5.3,35.0,51.9
1,13,15,23.1,5.6,30.3,52.5
1,13,16,21.6,7.2,25.2,52.3
1,13,17,21.3,8.5,23.8,52.4
1,13,18,22.5,8.1,27.0,53.0
1,13,19,24.3,6.1,31.9,53.7
1,13,20,25.0,4.1,33.9,53.9
1,13,21,23.6,3.7,31.6,52.8
1,13,22,21.1,4.8,27.7,50.6
1,13,23,19.3,6.2,26.5,48.4
1,14,0,8.3,2.9,51.5,21.9
1,14,1,8.6,2.9,54.8,21.0
1,14,2,7.8,4.6,55.5,20.0
1,14,3,7.7,6.9,51.4,21.0
1,14,4,9.3,7.9,44.8,26.0
1,14,5,12.4,7.0,40.0,32.6
1,14,6,15.2,5.4,39.7,36.9
1,14,7,16.4,4.8,42.4,37.6
1,14,8,16.0,5.9,43.9,36.4
1,14,9,15.5,8.0,41.0,36.9
1,14,10,16.6,9.3,34.8,41.0
1,14,11,19.2,8.7,29.3,47.1
1,14,12,22.0,6.8,28.2,51.7
1,14,13,23.3,5.5,31.1,52.5
1,14,14,22.6,5.8,34.2,50.2
1,14,15,21.3,7.5,33.7,48.5
1,14,16,21.1,8.8,29.2,50.0
1,14,17,22.5,8.5,24.3,54.0
1,14,18,24.5,6.5,23.2,57.5
1,14,19,25.3,4.5,26.7,57.3
1,14,20,24.1,4.1,31.8,53.4
1,14,21,21.8,5.3,34.1,49.1
1,14,22,20.1,6.7,32.0,47.4
1,14,23,20.1,6.7,28.3,48.8
1,15,0,7.7,2.6,48.2,22.3
1,15,1,6.8,4.3,49.5,20.4
1,15,2,6.6,6.6,52.7,20.0
1,15,3,8.2,7.6,53.2,21.0
1,15,4,11.2,6.8,49.1,27.2
1,15,5,14.0,5.2,42.4,34.0
1,15,6,15.2,4.6,37.6,37.8
1,15,7,14.8,5.8,37.3,37.3
1,15,8,14.4,7.9,40.0,35.6
1,15,9,15.5,9.3,41.6,36.6
1,15,10,18.2,8.7,38.8,41.8
1,15,11,21.1,6.9,32.7,48.6
1,15,12,22.5,5.6,27.3,52.8
1,15,13,22.0,6.0,26.4,52.4
1,15,14,20.8,7.7,29.5,49.4
1,15,15,20.8,9.1,32.8,48.1
1,15,16,22.4,8.8,32.6,50.6
1,15,17,24.5,6.9,28.3,55.4
1,15,18,25.5,4.9,23.7,58.8
1,15,19,24.5,4.5,22.8,57.6
1,15,20,22.3,5.7,26.6,52.8
1,15,21,20.8,7.2,31.9,48.4
1,15,22,20.9,7.2,34.5,47.6
1,15,23,22.0,5.4,32.7,49.9
2,0,0,5.1,2.4,64.2,20.0
2,0,1,7.8,1.6,58.9,20.0
2,0,2,9.0,2.7,52.8,22.4
2,0,3,8.6,4.9,50.0,22.9
2,0,4,8.1,6.6,51.5,21.5
2,0,5,9.0,6.5,54.3,21.8
2,0,6,11.6,5.0,54.0,25.8
2,0,7,14.8,3.7,49.2,32.5
2,0,8,16.8,4.1,42.5,38.2
2,0,9,16.8,6.0,38.3,39.9
2,0,10,16.1,7.8,38.9,38.6
2,0,11,16.3,8.0,42.0,37.7
2,0,12,18.2,6.5,43.4,39.9
2,0,13,21.0,4.6,40.4,45.3
2,0,14,22.8,4.2,34.6,50.4
2,0,15,22.7,5.4,30.4,51.9
2,0,16,21.3,7.1,30.8,49.6
2,0,17,20.2,7.5,34.9,46.3
2,0,18,20.7,6.1,38.6,45.6
2,0,19,22.4,3.9,38.4,48.2
2,0,20,23.7,2.7,34.5,51.8
2,0,21,23.1,3.3,31.0,52.3
2,0,22,20.8,4.8,31.5,48.6
2,0,23,18.4,5.6,36.5,43.0
2,1,0,7.0,1.3,63.4,20.0
2,1,1,6.5,2.4,62.3,20.0
2,1,2,5.8,4.6,56.8,20.0
2,1,3,6.5,6.3,50.5,20.0
2,1,4,9.1,6.3,47.7,24.6
2,1,5,12.3,4.8,49.2,28.8
2,1,6,14.3,3.6,51.9,30.7
2,1,7,14.4,4.0,51.6,31.0
2,1,8,13.8,5.9,46.8,32.0
2,1,9,14.1,7.7,40.1,35.1
2,1,10,16.2,8.0,36.1,39.9
2,1,11,19.2,6.5,36.8,44.1
2,1,12,21.3,4.8,40.1,45.9
2,1,13,21.5,4.3,41.6,45.6
2,1,14,20.4,5.6,38.9,45.0
2,1,15,19.6,7.4,33.3,46.1
2,1,16,20.4,7.9,29.3,48.9
2,1,17,22.5,6.5,30.0,51.8
2,1,18,24.1,4.3,34.3,52.4
2,1,19,23.9,3.1,38.3,50.5
2,1,20,21.9,3.7,38.3,47.5
2,1,21,19.8,5.3,34.7,45.8
2,1,22,19.1,6.0,31.4,46.1
2,1,23,20.0,5.0,32.2,47.1
2,2,0,3.8,2.1,58.7,20.0
2,2,1,4.4,4.3,61.5,20.0
2,2,2,6.8,6.1,60.2,20.0
2,2,3,9.9,6.0,54.6,23.0
2,2,4,11.8,4.6,48.2,28.4
2,2,5,11.9,3.4,45.3,29.7
2,2,6,11.3,3.8,46.7,28.3
2,2,7,11.7,5.8,49.5,27.7
2,2,8,13.9,7.7,49.2,31.2
2,2,9,17.0,8.0,44.4,37.7
2,2,10,19.4,6.5,37.9,43.9
2,2,11,19.8,4.8,34.0,46.1
2,2,12,18.9,4.5,34.8,44.4
2,2,13,18.4,5.8,38.3,42.3
2,2,14,19.5,7.6,40.1,43.2
2,2,15,21.9,8.1,37.5,47.8
2,2,16,23.9,6.8,32.2,53.0
2,2,17,24.0,4.7,28.4,54.6
2,2,18,22.4,3.5,29.4,51.8
2,2,19,20.6,4.1,34.0,47.3
2,2,20,20.2,5.7,38.2,45.0
2,2,21,21.3,6.5,38.5,46.6
2,2,22,22.6,5.4,35.1,49.9
2,2,23,22.2,3.2,32.0,50.5
2,3,0,4.8,4.0,54.1,20.0
2,3,1,7.7,5.8,56.8,20.0
2,3,2,9.4,5.8,59.4,20.3
2,3,3,9.5,4.3,57.9,21.1
2,3,4,8.8,3.1,52.2,22.3
2,3,5,9.2,3.6,45.8,25.5
2,3,6,11.4,5.6,42.9,29.9
2,3,7,14.6,7.5,44.3,34.2
2,3,8,17.0,7.9,47.1,36.7
2,3,9,17.6,6.5,46.9,37.6
2,3,10,16.9,4.8,42.2,38.5
2,3,11,16.6,4.5,35.8,40.6
2,3,12,18.0,5.9,32.0,44.2
2,3,13,20.7,7.8,33.1,47.8
2,3,14,23.0,8.3,36.8,49.8
2,3,15,23.4,7.1,38.8,49.6
2,3,16,22.1,5.0,36.4,48.6
2,3,17,20.7,3.8,31.3,48.5
2,3,18,20.7,4.5,27.8,49.9
2,3,19,22.1,6.1,29.0,51.6
2,3,20,23.7,7.0,33.9,52.0
2,3,21,23.6,5.9,38.4,50.0
2,3,22,21.7,3.7,38.8,47.0
2,3,23,19.1,1.9,35.7,44.4
2,4,0,7.5,5.5,53.2,20.0
2,4,1,7.3,5.5,52.1,20.1
2,4,2,6.5,4.0,54.7,20.0
2,4,3,6.7,2.9,57.1,20.0
2,4,4,8.9,3.4,55.6,21.1
2,4,5,12.1,5.4,49.9,28.2
2,4,6,14.5,7.4,43.4,34.4
2,4,7,15.2,7.8,40.4,36.6
2,4,8,14.6,6.4,41.9,35.1
2,4,9,14.5,4.8,44.7,33.9
2,4,10,16.1,4.5,44.6,36.3
2,4,11,18.9,6.0,40.1,42.3
2,4,12,22.5,8.4,32.0,51.6
2,4,13,23.2,9.0,28.4,54.1
2,4,14,22.2,7.8,29.6,52.1
2,4,15,21.1,5.7,33.5,48.9
2,4,16,20.4,4.2,37.7,45.5
2,4,17,22.2,4.9,35.6,49.1
2,4,18,24.1,6.5,30.7,53.9
2,4,19,24.4,7.4,27.5,55.6
2,4,20,22.8,6.4,28.9,52.6
2,4,21,20.5,4.1,34.1,47.1
2,4,22,19.2,2.4,38.8,43.3
2,4,23,19.7,2.5,39.5,43.8
2,5,0,4.5,5.2,56.6,20.0
2,5,1,4.6,3.8,51.3,20.0
2,5,2,6.6,2.6,50.0,20.0
2,5,3,9.7,3.1,52.5,23.5
2,5,4,12.0,5.2,54.8,26.1
2,5,5,12.7,7.2,53.2,27.8
2,5,6,12.1,7.6,47.4,29.2
2,5,7,12.0,6.3,41.0,31.6
2,5,8,13.7,4.7,38.0,35.3
2,5,9,16.8,4.5,39.6,39.4
2,5,10,19.5,6.0,42.5,42.3
2,5,11,20.4,8.0,42.5,43.6
2,5,12,21.1,9.3,35.3,48.6
2,5,13,20.3,8.1,29.2,49.8
2,5,14,20.9,6.2,25.8,52.1
2,5,15,23.0,5.1,27.3,54.6
2,5,16,23.8,5.2,34.3,52.0
2,5,17,24.5,6.9,36.8,52.0
2,5,18,23.2,7.8,35.0,50.8
2,5,19,21.2,6.8,30.4,49.6
2,5,20,20.3,4.6,27.4,49.5
2,5,21,21.1,2.9,29.1,50.0
2,5,22,22.4,2.9,34.5,49.8
2,5,23,22.6,4.4,39.4,48.1
2,6,0,4.6,3.5,60.6,20.0
2,6,1,7.5,2.3,54.7,20.0
2,6,2,9.7,2.8,49.2,24.9
2,6,3,10.2,4.9,47.8,26.2
2,6,4,9.6,6.9,50.1,24.4
2,6,5,9.5,7.4,52.4,23.3
2,6,6,11.2,6.1,50.8,26.5
2,6,7,14.4,4.6,45.0,33.6
2,6,8,17.2,4.4,38.6,40.4
2,6,9,18.3,6.0,35.7,43.2
2,6,10,17.7,8.0,37.4,41.6
2,6,11,17.1,8.7,40.4,39.5
2,6,12,19.0,8.1,38.7,43.7
2,6,13,21.4,6.1,34.5,48.9
2,6,14,23.9,5.1,28.6,55.0
2,6,15,24.9,6.0,25.5,57.8
2,6,16,23.0,7.2,29.1,52.9
2,6,17,21.3,8.1,33.5,48.6
2,6,18,20.8,7.2,36.2,46.7
2,6,19,21.9,5.0,34.6,49.0
2,6,20,23.5,3.3,30.3,53.1
2,6,21,24.0,3.4,27.6,55.0
2,6,22,22.5,4.8,29.5,52.0
2,6,23,19.8,6.0,35.1,45.7
2,7,0,7.8,2.0,61.2,20.0
2,7,1,8.1,2.6,58.7,20.0
2,7,2,7.3,4.6,52.6,20.0
2,7,3,7.1,6.7,47.0,21.8
2,7,4,8.8,7.2,45.5,25.0
2,7,5,11.8,5.9,47.7,28.6
2,7,6,14.7,4.4,50.0,32.1
2,7,7,15.8,4.3,48.4,34.3
2,7,8,15.4,5.9,42.6,36.1
2,7,9,15.0,7.9,36.3,38.0
2,7,10,16.0,8.7,33.5,40.6
2,7,11,18.7,7.6,35.3,43.9
2,7,12,21.4,5.7,38.5,46.7
2,7,13,22.7,4.8,38.8,48.5
2,7,14,22.0,5.7,34.9,49.0
2,7,15,20.8,7.5,29.2,49.5
2,7,16,20.5,8.4,26.3,50.2
2,7,17,22.0,7.5,28.2,51.7
2,7,18,23.9,5.4,32.9,52.7
2,7,19,24.8,3.7,35.9,52.8
2,7,20,23.6,3.8,34.5,51.6
2,7,21,21.2,5.3,30.5,49.6
2,7,22,19.5,6.4,28.0,48.1
2,7,23,19.5,5.9,30.1,47.2
2,8,0,5.3,2.3,57.3,20.0
2,8,1,4.9,4.3,59.2,20.0
2,8,2,6.4,6.4,56.6,20.0
2,8,3,9.4,6.9,50.3,24.0
2,8,4,12.2,5.7,44.6,30.5
2,8,5,13.3,4.2,43.1,32.7
2,8,6,12.9,4.1,45.3,31.2
2,8,7,12.6,5.8,47.6,29.9
2,8,8,13.7,7.9,46.0,32.2
2,8,9,16.5,8.7,40.3,38.6
2,8,10,19.5,7.7,34.0,45.7
2,8,11,20.9,5.8,31.4,48.8
2,8,12,20.6,4.9,33.3,47.6
2,8,13,19.5,5.8,36.7,44.6
2,8,14,19.6,7.7,37.3,44.5
2,8,15,21.4,8.7,33.5,48.7
2,8,16,23.7,7.8,28.1,54.3
2,8,17,24.9,5.7,25.4,57.2
2,8,18,24.0,4.1,27.6,55.0
2,8,19,22.0,4.3,32.5,50.0
2,8,20,20.6,5.7,35.8,46.6
2,8,21,20.9,6.9,34.7,47.5
2,8,22,22.2,6.4,30.9,50.9
2,8,23,22.8,4.3,28.6,52.8
2,9,0,4.5,4.0,52.2,20.0
2,9,1,7.2,6.1,55.4,20.0
2,9,2,9.9,6.6,57.1,22.0
2,9,3,10.9,5.5,54.4,24.6
2,9,4,10.4,4.0,48.0,26.4
2,9,5,10.0,3.9,42.3,28.1
2,9,6,11.2,5.6,40.6,30.6
2,9,7,14.1,7.7,42.9,34.0
2,9,8,17.1,8.6,45.2,37.6
2,9,9,18.8,7.6,43.6,40.8
2,9,10,18.6,5.8,38.0,42.7
2,9,11,17.8,5.0,31.9,43.9
2,9,12,18.1,6.0,29.4,45.4
2,9,13,20.2,7.9,31.5,47.7
2,9,14,22.8,8.9,35.1,50.2
2,9,15,24.3,8.1,35.9,52.1
2,9,16,23.7,6.0,32.4,52.6
2,9,17,22.1,4.5,27.3,52.2
2,9,18,21.0,4.7,24.8,51.6
2,9,19,21.7,6.2,27.3,51.6
2,9,20,23.3,7.4,32.5,52.0
2,9,21,24.2,6.8,35.9,51.9
2,9,22,23.2,4.8,35.1,50.8
2,9,23,20.6,2.7,31.5,48.3
2,10,0,7.9,5.8,50.0,21.9
2,10,1,8.7,6.3,50.2,23.0
2,10,2,8.1,5.2,53.3,20.8
2,10,3,7.6,3.8,54.9,20.0
2,10,4,8.7,3.7,52.0,22.2
2,10,5,11.6,5.4,45.6,29.2
2,10,6,14.7,7.6,39.8,36.1
2,10,7,16.3,8.5,38.2,39.2
2,10,8,16.3,7.5,40.5,38.3
2,10,9,15.6,5.8,42.8,36.3
2,10,10,16.1,5.0,41.4,37.6
2,10,11,18.4,6.0,35.9,43.2
2,10,12,21.3,8.0,30.0,50.0
2,10,13,23.1,9.1,27.7,53.6
2,10,14,22.8,8.3,30.0,52.2
2,10,15,21.5,6.3,33.8,48.7
2,10,16,20.8,4.8,34.8,47.3
2,10,17,21.8,5.0,31.6,50.1
2,10,18,23.7,6.6,26.7,54.9
2,10,19,25.0,7.8,24.5,57.7
2,10,20,24.3,7.3,27.2,55.6
2,10,21,22.0,5.2,32.6,50.0
2,10,22,20.0,3.2,36.3,45.5
2,10,23,19.4,2.7,35.7,44.8
2,11,0,6.1,6.0,52.5,20.0
2,11,1,5.4,4.9,48.1,20.0
2,11,2,6.4,3.5,48.1,20.4
2,11,3,9.1,3.5,51.0,23.3
2,11,4,12.2,5.2,52.6,27.3
2,11,5,13.8,7.4,49.6,30.9
2,11,6,13.8,8.3,43.2,33.4
2,11,7,13.2,7.4,37.4,34.8
2,11,8,13.8,5.7,35.8,36.4
2,11,9,16.2,5.0,38.2,39.0
2,11,10,19.3,6.1,40.6,42.7
2,11,11,21.3,8.0,39.3,46.2
2,11,12,21.3,9.2,34.0,48.4
2,11,13,20.3,8.5,28.2,49.2
2,11,14,19.9,6.5,26.1,49.4
2,11,15,21.2,5.1,28.7,50.3
2,11,16,23.5,5.3,32.7,52.2
2,11,17,25.1,6.9,34.0,54.1
2,11,18,24.7,8.2,31.0,54.7
2,11,19,22.8,7.7,26.3,53.7
2,11,20,21.0,5.7,24.4,51.7
2,11,21,20.8,3.7,27.4,50.2
2,11,22,21.9,3.2,33.0,49.6
2,11,23,22.9,4.4,37.0,49.6
2,12,0,4.4,4.6,56.8,20.0
2,12,1,7.0,3.2,50.5,20.3
2,12,2,9.8,3.2,46.0,26.3
2,12,3,11.4,4.9,45.9,28.7
2,12,4,11.3,7.1,48.7,27.5
2,12,5,10.7,8.1,50.2,26.0
2,12,6,11.3,7.2,47.2,28.1
2,12,7,13.8,5.6,40.8,34.4
2,12,8,17.0,4.9,35.0,41.5
2,12,9,19.1,6.0,33.5,45.3
2,12,10,19.4,8.1,35.9,44.7
2,12,11,18.5,9.3,38.5,42.4
2,12,12,18.4,8.6,37.4,42.6
2,12,13,20.0,6.7,32.2,47.1
2,12,14,22.6,5.3,26.7,53.2
2,12,15,24.5,5.6,24.8,56.8
2,12,16,24.5,7.2,27.6,55.7
2,12,17,22.9,8.5,31.9,51.6
2,12,18,21.5,8.1,33.4,48.9
2,12,19,21.6,6.1,30.6,50.2
2,12,20,23.0,4.1,26.2,54.0
2,12,21,24.3,3.7,24.6,56.6
2,12,22,23.8,4.8,27.8,54.6
2,12,23,21.5,6.2,33.6,48.8
2,13,0,7.9,2.9,58.6,20.0
2,13,1,9.2,2.9,54.8,21.9
2,13,2,8.9,4.6,48.4,24.0
2,13,3,8.3,6.9,43.8,24.9
2,13,4,8.8,7.9,43.6,25.8
2,13,5,11.3,7.0,46.3,28.4
2,13,6,14.5,5.4,47.8,32.6
2,13,7,16.7,4.8,44.8,37.1
2,13,8,17.1,5.9,38.4,40.3
2,13,9,16.4,8.0,32.7,41.5
2,13,10,16.4,9.3,31.3,42.1
2,13,11,18.2,8.7,33.8,43.8
2,13,12,21.1,6.8,36.6,47.0
2,13,13,23.3,5.5,35.6,50.7
2,13,14,23.6,5.8,30.7,53.1
2,13,15,22.3,7.5,25.3,53.3
2,13,16,21.2,8.8,23.7,52.3
2,13,17,21.7,8.5,26.7,51.9
2,13,18,23.4,6.5,31.3,52.6
2,13,19,25.0,4.5,33.0,54.3
2,13,20,24.9,4.1,30.5,55.1
2,13,21,22.9,5.3,26.4,53.8
2,13,22,20.5,6.7,25.0,50.8
2,13,23,19.4,6.7,28.4,47.7
2,14,0,7.0,2.6,55.8,20.0
2,14,1,6.1,4.3,56.6,20.0
2,14,2,6.5,6.6,52.7,20.0
2,14,3,8.9,7.6,46.2,24.9
2,14,4,12.0,6.8,41.4,31.4
2,14,5,14.2,5.2,41.2,34.8
2,14,6,14.6,4.6,43.9,34.3
2,14,7,13.9,5.8,45.3,32.7
2,14,8,14.1,7.9,42.4,34.2
2,14,9,16.0,9.3,36.1,39.6
2,14,10,19.1,8.7,30.5,46.5
2,14,11,21.5,6.9,29.2,50.6
2,14,12,22.1,5.6,31.9,50.4
2,14,13,21.1,6.0,34.8,47.7
2,14,14,20.3,7.7,34.1,46.8
2,14,15,21.1,9.1,29.3,49.9
2,14,16,23.2,8.8,24.2,55.1
2,14,17,25.1,6.9,22.8,58.5
2,14,18,25.3,4.9,26.1,57.5
2,14,19,23.7,4.5,30.9,53.2
2,14,20,21.6,5.7,33.0,49.2
2,14,21,20.8,7.2,30.7,48.9
2,14,22,21.6,7.2,26.8,51.7
2,14,23,22.8,5.4,25.6,54.0
2,15,0,4.5,4.0,50.5,20.0
2,15,1,6.7,6.3,53.8,20.0
2,15,2,9.7,7.3,54.5,22.7
2,15,3,11.8,6.6,50.5,27.5
2,15,4,12.1,5.0,43.9,30.6
2,15,5,11.4,4.4,39.0,31.5
2,15,6,11.6,5.6,38.7,31.9
2,15,7,13.6,7.8,41.5,33.8
2,15,8,16.8,9.2,42.9,38.0
2,15,9,19.3,8.7,40.1,42.9
2,15,10,20.1,6.9,33.8,46.6
2,15,11,19.4,5.6,28.4,47.7
2,15,12,18.8,6.1,27.2,47.3
2,15,13,19.9,7.9,30.1,47.8
2,15,14,22.3,9.3,33.2,50.2
2,15,15,24.5,9.0,32.7,53.7
2,15,16,25.1,7.2,28.2,56.4
2,15,17,23.8,5.3,23.4,56.3
2,15,18,22.1,4.9,22.2,54.3
2,15,19,21.6,6.2,25.8,52.1
2,15,20,22.7,7.6,30.8,51.7
2,15,21,24.2,7.7,33.1,53.1
2,15,22,24.2,5.9,31.1,53.9
2,15,23,22.3,3.7,27.4,52.5
3,0,0,5.2,1.3,59.9,20.0
3,0,1,7.9,2.4,53.9,20.3
3,0,2,9.1,4.6,51.3,23.1
3,0,3,8.7,6.3,52.9,21.9
3,0,4,8.2,6.3,55.8,20.0
3,0,5,9.1,4.8,55.5,21.5
3,0,6,11.7,3.6,50.7,27.3
3,0,7,14.9,4.0,43.9,34.8
3,0,8,16.8,5.9,39.7,39.3
3,0,9,16.9,7.7,40.2,39.3
3,0,10,16.2,8.0,43.2,37.0
3,0,11,16.4,6.5,44.4,36.8
3,0,12,18.3,4.8,41.2,41.0
3,0,13,21.1,4.3,35.3,47.5
3,0,14,22.9,5.6,30.8,52.0
3,0,15,22.8,7.4,31.0,51.8
3,0,16,21.4,7.9,34.9,48.1
3,0,17,20.3,6.5,38.3,45.1
3,0,18,20.8,4.3,37.8,46.1
3,0,19,22.5,3.1,33.7,50.3
3,0,20,23.8,3.7,29.9,53.7
3,0,21,23.2,5.3,30.2,52.7
3,0,22,20.9,6.0,34.9,47.4
3,0,23,18.5,5.0,40.5,41.6
3,1,0,5.6,2.1,63.3,20.0
3,1,1,4.8,4.3,58.0,20.0
3,1,2,5.5,6.1,51.8,20.0
3,1,3,8.0,6.0,49.1,22.4
3,1,4,11.1,4.6,50.6,26.4
3,1,5,13.0,3.4,53.4,28.1
3,1,6,13.2,3.8,53.1,28.6
3,1,7,12.6,5.8,48.2,29.6
3,1,8,13.0,7.7,41.5,32.9
3,1,9,15.1,8.0,37.4,37.7
3,1,10,18.2,6.5,37.9,42.1
3,1,11,20.4,4.8,41.1,44.2
3,1,12,20.7,4.5,42.5,44.1
3,1,13,19.7,5.8,39.5,43.8
3,1,14,19.1,7.6,33.7,45.2
3,1,15,20.1,8.1,29.5,48.4
3,1,16,22.3,6.8,29.9,51.5
3,1,17,24.1,4.7,34.0,52.6
3,1,18,24.0,3.5,37.7,50.9
3,1,19,22.3,4.1,37.4,48.5
3,1,20,20.3,5.7,33.6,47.0
3,1,21,19.8,6.5,30.0,47.7
3,1,22,20.8,5.4,30.6,49.0
3,1,23,21.8,3.2,35.6,48.5
3,2,0,4.8,4.0,62.5,20.0
3,2,1,7.7,5.8,61.3,20.0
3,2,2,9.4,5.8,55.9,21.7
3,2,3,9.5,4.3,49.6,24.4
3,2,4,8.8,3.1,46.7,24.5
3,2,5,9.2,3.6,48.2,24.5
3,2,6,11.4,5.6,50.9,26.7
3,2,7,14.6,7.5,50.6,31.7
3,2,8,17.0,7.9,45.8,37.2
3,2,9,17.6,6.5,39.2,40.7
3,2,10,16.9,4.8,35.2,41.3
3,2,11,16.6,4.5,35.8,40.6
3,2,12,18.0,5.9,39.2,41.3
3,2,13,20.7,7.8,40.7,44.8
3,2,14,23.0,8.3,37.9,49.3
3,2,15,23.4,7.1,32.4,52.1
3,2,16,22.1,5.0,28.4,51.8
3,2,17,20.7,3.8,29.0,49.4
3,2,18,20.7,4.5,33.4,47.7
3,2,19,22.1,6.1,37.3,48.2
3,2,20,23.7,7.0,37.4,50.6
3,2,21,23.6,5.9,33.8,51.9
3,2,22,21.7,3.7,30.4,50.4
3,2,23,19.1,1.9,31.2,46.2
3,3,0,6.3,5.5,57.8,20.0
3,3,1,5.4,5.5,60.5,20.0
3,3,2,5.6,4.0,59.2,20.0
3,3,3,7.7,2.9,53.6,20.1
3,3,4,10.8,3.4,47.3,27.3
3,3,5,13.2,5.4,44.4,32.0
3,3,6,13.9,7.4,45.8,32.5
3,3,7,13.3,7.8,48.5,30.6
3,3,8,13.2,6.4,48.3,30.5
3,3,9,14.9,4.8,43.5,35.0
3,3,10,17.9,4.5,37.0,42.1
3,3,11,20.5,6.0,33.1,47.5
3,3,12,23.2,8.9,30.1,54.2
3,3,13,22.4,9.5,33.6,51.6
3,3,14,21.4,8.3,35.4,49.4
3,3,15,21.9,6.2,32.8,51.2
3,3,16,22.0,4.2,31.3,50.5
3,3,17,24.0,4.9,27.5,55.0
3,3,18,24.5,6.5,28.4,55.4
3,3,19,23.0,7.4,33.1,51.3
3,3,20,20.9,6.4,37.3,46.4
3,3,21,19.8,4.1,37.5,44.7
3,3,22,20.4,2.4,34.2,46.9
3,3,23,21.6,2.5,31.1,50.0
3,4,0,4.5,5.2,53.1,20.0
3,4,1,7.4,3.8,55.9,20.0
3,4,2,9.6,2.6,58.4,21.0
3,4,3,10.1,3.1,57.0,22.3
3,4,4,9.5,5.2,51.3,23.7
3,4,5,9.4,7.2,44.9,26.1
3,4,6,11.2,7.6,41.9,30.0
3,4,7,14.3,6.3,43.4,34.1
3,4,8,17.1,4.7,46.1,37.2
3,4,9,18.2,4.5,45.9,38.9
3,4,10,17.6,6.0,41.3,39.9
3,4,11,17.1,8.0,34.9,41.7
3,4,12,21.5,10.4,23.9,55.2
3,4,13,23.9,9.2,24.9,58.4
3,4,14,26.4,7.3,28.6,60.7
3,4,15,27.4,6.2,30.6,61.4
3,4,16,22.9,5.2,35.5,50.1
3,4,17,21.2,6.9,30.4,49.6
3,4,18,20.7,7.8,26.9,50.3
3,4,19,21.8,6.8,28.1,51.5
3,4,20,23.4,4.6,33.0,51.9
